frame,particle_resid,type,region
798,1827,CLA,VSD1
1095,1660,SOD,VSD1
1121,1745,CLA,VSD2
1211,1695,SOD,VSD2
1452,1731,CLA,VSD4
1379,1586,SOD,VSD4
