frame,particle_resid,type,region
1114,1705,SOD,Channel
6460,1582,SOD,Channel
8189,1565,SOD,Channel
13454,1696,SOD,Channel
14344,1576,SOD,Channel
16337,1684,SOD,Channel
19141,1568,SOD,Channel
20966,1642,SOD,Channel
