traj_len,frame,region,particle,particle_resid
1579,915,VSD2,['P'],[1207]
1579,916,VSD2,['P'],[1207]
1579,917,VSD2,['P'],[1207]
1579,918,VSD2,['P'],[1207]
1579,919,VSD2,['P'],[1207]
1579,920,VSD2,['P'],[1207]
1579,921,VSD2,['P'],[1207]
1579,922,VSD2,['P'],[1207]
1579,923,VSD2,['P'],[1207]
1579,924,VSD2,['P'],[1207]
1579,925,VSD2,['P'],[1207]
1579,926,VSD2,['P'],[1207]
1579,927,VSD2,['P'],[1207]
1579,928,VSD2,['P'],[1207]
1579,929,VSD2,['P'],[1207]
1579,930,VSD2,['P'],[1207]
1579,931,VSD2,['P'],[1207]
1579,932,VSD2,['P'],[1207]
1579,933,VSD2,['P'],[1207]
1579,934,VSD2,['P'],[1207]
1579,935,VSD2,['P'],[1207]
1579,936,VSD2,['P'],[1207]
1579,937,VSD2,['P'],[1207]
1579,938,VSD2,['P'],[1207]
1579,939,VSD2,['P'],[1207]
1579,940,VSD2,['P'],[1207]
1579,941,VSD2,['P'],[1207]
1579,942,VSD2,['P'],[1207]
1579,943,VSD2,['P'],[1207]
1579,944,VSD2,['P'],[1207]
1579,945,VSD2,['P'],[1207]
1579,946,VSD2,['P'],[1207]
1579,947,VSD2,['P'],[1207]
1579,948,VSD2,['P'],[1207]
1579,949,VSD2,['P'],[1207]
1579,950,VSD2,['P'],[1207]
1579,951,VSD2,['P'],[1207]
1579,952,VSD2,['P'],[1207]
1579,953,VSD2,['P'],[1207]
1579,954,VSD2,['P'],[1207]
1579,955,VSD2,['P'],[1207]
1579,956,VSD2,['P'],[1207]
1579,957,VSD2,['P'],[1207]
1579,958,VSD2,['P'],[1207]
1579,959,VSD2,['P'],[1207]
1579,960,VSD2,['P'],[1207]
1579,961,VSD2,['P'],[1207]
1579,962,VSD2,['P'],[1207]
1579,963,VSD2,['P'],[1207]
1579,964,VSD2,['P'],[1207]
1579,965,VSD2,['P'],[1207]
1579,966,VSD2,['P'],[1207]
1579,967,VSD2,['P'],[1207]
1579,968,VSD2,['P'],[1207]
1579,969,VSD2,['P'],[1207]
1579,970,VSD2,['P'],[1207]
1579,971,VSD2,['P'],[1207]
1579,972,VSD2,['P'],[1207]
1579,973,VSD2,['P'],[1207]
1579,974,VSD2,['P'],[1207]
1579,975,VSD2,['P'],[1207]
1579,976,VSD2,['P'],[1207]
1579,977,VSD2,['P'],[1207]
1579,978,VSD2,['P'],[1207]
1579,979,VSD2,['P'],[1207]
1579,980,VSD2,['P'],[1207]
1579,981,VSD2,['P'],[1207]
1579,982,VSD2,['P'],[1207]
1579,983,VSD2,['P'],[1207]
1579,984,VSD2,['P'],[1207]
1579,985,VSD2,['P'],[1207]
1579,986,VSD2,['P'],[1207]
1579,987,VSD2,['P'],[1207]
1579,988,VSD2,['P'],[1207]
1579,989,VSD2,['P'],[1207]
1579,990,VSD2,['P'],[1207]
1579,991,VSD2,['P'],[1207]
1579,992,VSD2,['P'],[1207]
1579,993,VSD2,['P'],[1207]
1579,994,VSD2,['P'],[1207]
1579,995,VSD2,['P'],[1207]
1579,996,VSD2,['P'],[1207]
1579,997,VSD2,['P'],[1207]
1579,998,VSD2,['P'],[1207]
1579,999,VSD2,['P'],[1207]
1579,1000,VSD2,['P'],[1207]
1579,1001,VSD2,['P'],[1207]
1579,1002,VSD2,['P'],[1207]
1579,1003,VSD2,['P'],[1207]
1579,1004,VSD2,['P'],[1207]
1579,1005,VSD2,['P'],[1207]
1579,1006,VSD2,['P'],[1207]
1579,1007,VSD2,['P'],[1207]
1579,1008,VSD2,['P'],[1207]
1579,1009,VSD2,['P'],[1207]
1579,1010,VSD2,['P'],[1207]
1579,1011,VSD2,['P'],[1207]
1579,1012,VSD2,['P'],[1207]
1579,1013,VSD2,['P'],[1207]
1579,1014,VSD2,['P'],[1207]
1579,1015,VSD2,['P'],[1207]
1579,1016,VSD2,['P'],[1207]
1579,1017,VSD2,['P'],[1207]
1579,1018,VSD2,['P'],[1207]
1579,1019,VSD2,['P'],[1207]
1579,1020,VSD2,['P'],[1207]
1579,1021,VSD2,['P'],[1207]
1579,1022,VSD2,['P'],[1207]
1579,1023,VSD2,['P'],[1207]
1579,1024,VSD2,['P'],[1207]
1579,1025,VSD2,['P'],[1207]
1579,1026,VSD2,['P'],[1207]
1579,1027,VSD2,['P'],[1207]
1579,1028,VSD2,['P'],[1207]
1579,1029,VSD2,['P'],[1207]
1579,1030,VSD2,['P'],[1207]
1579,1031,VSD2,['P'],[1207]
1579,1032,VSD2,['P'],[1207]
1579,1033,VSD2,['P'],[1207]
1579,1034,VSD2,['P'],[1207]
1579,1035,VSD2,['P'],[1207]
1579,1036,VSD2,['P'],[1207]
1579,1037,VSD2,['P'],[1207]
1579,1038,VSD2,['P'],[1207]
1579,1039,VSD2,['P'],[1207]
1579,1040,VSD2,['P'],[1207]
1579,1041,VSD2,['P'],[1207]
1579,1042,VSD2,['P'],[1207]
1579,1043,VSD2,['P'],[1207]
1579,1044,VSD2,['P'],[1207]
1579,1045,VSD2,['P'],[1207]
1579,1046,VSD2,['P'],[1207]
1579,1047,VSD2,['P'],[1207]
1579,1048,VSD2,['P'],[1207]
1579,1049,VSD2,['P'],[1207]
1579,1050,VSD2,['P'],[1207]
1579,1051,VSD2,['P'],[1207]
1579,1052,VSD2,['P'],[1207]
1579,1053,VSD2,['P'],[1207]
1579,1054,VSD2,['P'],[1207]
1579,1055,VSD2,['P'],[1207]
1579,1056,VSD2,['P'],[1207]
1579,1057,VSD2,['P'],[1207]
1579,1058,VSD2,['P'],[1207]
1579,1059,VSD2,['P'],[1207]
1579,1060,VSD2,['P'],[1207]
1579,1061,VSD2,['P'],[1207]
1579,1062,VSD2,['P'],[1207]
1579,1063,VSD2,['P'],[1207]
1579,1064,VSD2,['P'],[1207]
1579,1065,VSD2,['P'],[1207]
1579,1066,VSD2,['P'],[1207]
1579,1067,VSD2,['P'],[1207]
1579,1068,VSD2,['P'],[1207]
1579,1069,VSD2,['P'],[1207]
1579,1070,VSD2,['P'],[1207]
1579,1071,VSD2,['P'],[1207]
1579,1072,VSD2,['P'],[1207]
1579,1073,VSD2,['P'],[1207]
1579,1074,VSD2,['P'],[1207]
1579,1075,VSD2,['P'],[1207]
1579,1076,VSD2,['P'],[1207]
1579,1077,VSD2,['P'],[1207]
1579,1078,VSD2,['P'],[1207]
1579,1079,VSD2,['P'],[1207]
1579,1080,VSD2,['P'],[1207]
1579,1081,VSD2,['P'],[1207]
1579,1082,VSD2,['P'],[1207]
1579,1083,VSD2,['P'],[1207]
1579,1084,VSD2,"['P', 'P']","[1207, 1218]"
1579,1085,VSD2,['P'],[1207]
1579,1086,VSD2,['P'],[1207]
1579,1087,VSD2,['P'],[1207]
1579,1088,VSD2,['P'],[1207]
1579,1089,VSD2,['P'],[1207]
1579,1090,VSD2,['P'],[1207]
1579,1091,VSD2,['P'],[1207]
1579,1092,VSD2,['P'],[1207]
1579,1093,VSD2,['P'],[1207]
1579,1094,VSD2,['P'],[1207]
1579,1095,VSD2,['P'],[1207]
1579,1096,VSD2,['P'],[1207]
1579,1097,VSD2,['P'],[1207]
1579,1098,VSD2,"['P', 'P']","[1207, 1218]"
1579,1099,VSD2,['P'],[1207]
1579,1100,VSD2,['P'],[1207]
1579,1101,VSD2,['P'],[1207]
1579,1102,VSD2,['P'],[1207]
1579,1103,VSD2,['P'],[1207]
1579,1104,VSD2,['P'],[1207]
1579,1105,VSD2,['P'],[1207]
1579,1106,VSD2,['P'],[1207]
1579,1107,VSD2,['P'],[1207]
1579,1108,VSD2,['P'],[1207]
1579,1109,VSD2,['P'],[1207]
1579,1110,VSD2,['P'],[1207]
1579,1111,VSD2,['P'],[1207]
