frame,particle_resid,type,region
4024,1607,SOD,VSD2
4195,1835,CLA,VSD2
4292,1815,CLA,VSD2
4383,1801,CLA,VSD2
4752,1851,CLA,VSD2
4896,1854,CLA,VSD2
4931,1581,SOD,VSD2
4916,1741,CLA,VSD2
5024,1752,CLA,VSD2
5058,1605,SOD,VSD2
5059,1768,CLA,VSD2
5110,1826,CLA,VSD2
5143,1658,SOD,VSD2
5156,1809,CLA,VSD2
5265,1825,CLA,VSD2
5207,1619,SOD,VSD2
5196,1787,CLA,VSD2
5282,1804,CLA,VSD2
5308,1699,SOD,VSD2
5333,1811,CLA,VSD2
5350,1829,CLA,VSD2
5372,1735,CLA,VSD2
5383,1716,CLA,VSD2
5412,1583,SOD,VSD2
5422,1781,CLA,VSD2
5437,1632,SOD,VSD2
5450,1846,CLA,VSD2
5540,1709,CLA,VSD2
5471,1858,CLA,VSD2
5487,1844,CLA,VSD2
5503,1682,SOD,VSD2
5501,1777,CLA,VSD2
5516,1733,CLA,VSD2
5543,1689,SOD,VSD2
5514,1771,CLA,VSD2
5625,1610,SOD,VSD2
5556,1791,CLA,VSD2
5566,1591,SOD,VSD2
5560,1840,CLA,VSD2
5583,1766,CLA,VSD2
5568,1710,CLA,VSD2
5583,1676,SOD,VSD2
5588,1812,CLA,VSD2
5625,1747,CLA,VSD2
5608,1638,SOD,VSD2
5619,1763,CLA,VSD2
5614,1634,SOD,VSD2
5612,1818,CLA,VSD2
5704,1572,SOD,VSD2
5632,1652,SOD,VSD2
5649,1767,CLA,VSD2
5659,1681,SOD,VSD2
5754,1691,SOD,VSD2
5684,1584,SOD,VSD2
5677,1756,CLA,VSD2
5678,1711,CLA,VSD2
5696,1830,CLA,VSD2
5704,1799,CLA,VSD2
5716,1713,CLA,VSD2
5724,1669,SOD,VSD2
5746,1686,SOD,VSD2
5801,1698,SOD,VSD2
5822,1700,SOD,VSD2
5769,1569,SOD,VSD2
5775,1790,CLA,VSD2
5797,1832,CLA,VSD2
5797,1761,CLA,VSD2
5795,1725,CLA,VSD2
5801,1779,CLA,VSD2
5802,1665,SOD,VSD2
5793,1772,CLA,VSD2
5802,1706,CLA,VSD2
5800,1715,CLA,VSD2
5821,1671,SOD,VSD2
5810,1789,CLA,VSD2
5821,1688,SOD,VSD2
5832,1824,CLA,VSD2
5852,1601,SOD,VSD2
5838,1567,SOD,VSD2
5863,1646,SOD,VSD2
5849,1770,CLA,VSD2
5850,1836,CLA,VSD2
5887,1625,SOD,VSD2
5868,1680,SOD,VSD2
5869,1757,CLA,VSD2
5905,1653,SOD,VSD2
5936,1606,SOD,VSD2
5891,1857,CLA,VSD2
5897,1687,SOD,VSD2
5879,1853,CLA,VSD2
5886,1574,SOD,VSD2
5906,1593,SOD,VSD2
5916,1821,CLA,VSD2
5927,1570,SOD,VSD2
5922,1820,CLA,VSD2
5935,1644,SOD,VSD2
5932,1737,CLA,VSD2
5937,1834,CLA,VSD2
5944,1649,SOD,VSD2
5947,1719,CLA,VSD2
5956,1615,SOD,VSD2
5970,1693,SOD,VSD2
5961,1744,CLA,VSD2
5966,1827,CLA,VSD2
5996,1579,SOD,VSD2
5975,1776,CLA,VSD2
5970,1823,CLA,VSD2
5974,1749,CLA,VSD2
5981,1721,CLA,VSD2
5987,1633,SOD,VSD2
5987,1684,SOD,VSD2
5998,1734,CLA,VSD2
6029,1641,SOD,VSD2
6011,1778,CLA,VSD2
6003,1708,CLA,VSD2
6013,1703,SOD,VSD2
6015,1814,CLA,VSD2
6035,1678,SOD,VSD2
6020,1788,CLA,VSD2
6024,1856,CLA,VSD2
6054,1837,CLA,VSD2
6057,1714,CLA,VSD2
6122,1608,SOD,VSD2
6078,1852,CLA,VSD2
6104,1692,SOD,VSD2
6079,1855,CLA,VSD2
6098,1762,CLA,VSD2
