frame,particle_resid,type,region
1414,1785,CLA,VSD1
1438,1604,SOD,VSD1
1460,1775,CLA,VSD1
1478,1674,SOD,VSD1
1474,1843,CLA,VSD1
1516,1751,CLA,VSD1
1510,1759,CLA,VSD1
1523,1719,CLA,VSD1
1540,1846,CLA,VSD1
1547,1784,CLA,VSD1
1559,1710,CLA,VSD1
1576,1640,SOD,VSD1
1549,1594,SOD,VSD1
1562,1665,SOD,VSD1
1567,1688,SOD,VSD1
1591,1614,SOD,VSD1
1564,1776,CLA,VSD1
1562,1732,CLA,VSD1
1565,1856,CLA,VSD1
1596,1692,SOD,VSD1
1570,1833,CLA,VSD1
1589,1832,CLA,VSD1
1577,1778,CLA,VSD1
1578,1716,CLA,VSD1
1588,1852,CLA,VSD1
1581,1712,CLA,VSD1
1589,1633,SOD,VSD1
1597,1596,SOD,VSD1
1591,1813,CLA,VSD1
1602,1788,CLA,VSD1
1603,1810,CLA,VSD1
1609,1684,SOD,VSD1
1607,1708,CLA,VSD1
1609,1713,CLA,VSD1
1614,1577,SOD,VSD1
1611,1733,CLA,VSD1
1621,1824,CLA,VSD1
1636,1700,SOD,VSD1
1642,1625,SOD,VSD1
1641,1570,SOD,VSD1
1646,1774,CLA,VSD1
1655,1724,CLA,VSD1
1654,1752,CLA,VSD1
1659,1586,SOD,VSD1
1656,1723,CLA,VSD1
1660,1796,CLA,VSD1
1667,1566,SOD,VSD1
1674,1745,CLA,VSD1
1679,1699,SOD,VSD1
1684,1565,SOD,VSD1
1673,1769,CLA,VSD1
1674,1734,CLA,VSD1
