frame,particle_resid,type,region
2929,1730,CLA,VSD2
2974,1782,CLA,VSD2
3170,1748,CLA,VSD2
3176,1773,CLA,VSD2
3189,1762,CLA,VSD2
3274,1793,CLA,VSD2
3359,1831,CLA,VSD2
3524,1776,CLA,VSD2
3678,1790,CLA,VSD2
3656,1634,SOD,VSD2
3631,1842,CLA,VSD2
3661,1753,CLA,VSD2
3632,1731,CLA,VSD2
3690,1578,SOD,VSD2
3762,1584,SOD,VSD2
3728,1833,CLA,VSD2
3702,1707,CLA,VSD2
3797,1811,CLA,VSD2
3746,1594,SOD,VSD2
3791,1606,SOD,VSD2
3770,1786,CLA,VSD2
3818,1692,SOD,VSD2
3806,1799,CLA,VSD2
3818,1729,CLA,VSD2
3877,1744,CLA,VSD2
3847,1694,SOD,VSD2
3880,1585,SOD,VSD2
3920,1771,CLA,VSD2
3941,1572,SOD,VSD2
3931,1838,CLA,VSD2
3934,1759,CLA,VSD2
3954,1726,CLA,VSD2
3958,1769,CLA,VSD2
3964,1590,SOD,VSD2
3971,1765,CLA,VSD2
3972,1740,CLA,VSD2
3985,1721,CLA,VSD2
4015,1621,SOD,VSD2
3995,1855,CLA,VSD2
4011,1761,CLA,VSD2
4049,1836,CLA,VSD2
4018,1803,CLA,VSD2
4035,1775,CLA,VSD2
4042,1695,SOD,VSD2
4053,1754,CLA,VSD2
4068,1828,CLA,VSD2
4066,1734,CLA,VSD2
4060,1819,CLA,VSD2
4094,1687,SOD,VSD2
4108,1814,CLA,VSD2
4098,1733,CLA,VSD2
4106,1666,SOD,VSD2
4136,1858,CLA,VSD2
4115,1671,SOD,VSD2
4148,1643,SOD,VSD2
4156,1645,SOD,VSD2
4128,1718,CLA,VSD2
4139,1845,CLA,VSD2
4143,1829,CLA,VSD2
4147,1714,CLA,VSD2
4176,1655,SOD,VSD2
4155,1747,CLA,VSD2
4171,1844,CLA,VSD2
4171,1587,SOD,VSD2
4212,1571,SOD,VSD2
4179,1624,SOD,VSD2
4177,1805,CLA,VSD2
4191,1580,SOD,VSD2
4187,1755,CLA,VSD2
4195,1563,SOD,VSD2
4207,1674,SOD,VSD2
4205,1795,CLA,VSD2
4206,1772,CLA,VSD2
4213,1774,CLA,VSD2
4224,1613,SOD,VSD2
4221,1784,CLA,VSD2
4226,1835,CLA,VSD2
4228,1670,SOD,VSD2
4230,1847,CLA,VSD2
4236,1823,CLA,VSD2
4246,1788,CLA,VSD2
4250,1800,CLA,VSD2
4256,1620,SOD,VSD2
4257,1785,CLA,VSD2
4262,1777,CLA,VSD2
4284,1568,SOD,VSD2
4275,1705,SOD,VSD2
4277,1837,CLA,VSD2
4295,1767,CLA,VSD2
4321,1656,SOD,VSD2
4294,1646,SOD,VSD2
4299,1711,CLA,VSD2
4305,1827,CLA,VSD2
4314,1680,SOD,VSD2
4324,1651,SOD,VSD2
4334,1752,CLA,VSD2
4332,1809,CLA,VSD2
4333,1583,SOD,VSD2
4341,1739,CLA,VSD2
4347,1852,CLA,VSD2
4345,1627,SOD,VSD2
4357,1589,SOD,VSD2
4366,1618,SOD,VSD2
4360,1717,CLA,VSD2
