frame,particle_resid,type,region
3071,1593,SOD,VSD2
2979,1833,CLA,VSD2
3036,1773,CLA,VSD2
3140,1709,CLA,VSD1
3046,1853,CLA,VSD2
3087,1781,CLA,VSD2
3093,1669,SOD,VSD2
3139,1762,CLA,VSD2
3183,1745,CLA,VSD1
3172,1816,CLA,VSD2
3287,1633,SOD,VSD2
3199,1763,CLA,VSD2
3278,1820,CLA,VSD1
3252,1616,SOD,VSD2
3277,1840,CLA,VSD2
3290,1744,CLA,VSD1
3328,1838,CLA,VSD1
3309,1726,CLA,VSD2
3315,1852,CLA,VSD2
3318,1600,SOD,VSD2
3381,1615,SOD,VSD2
3374,1760,CLA,VSD1
3364,1651,SOD,VSD2
3399,1659,SOD,VSD2
3362,1832,CLA,VSD1
3403,1725,CLA,VSD1
3376,1814,CLA,VSD2
3488,1671,SOD,VSD2
3400,1733,CLA,VSD2
3423,1582,SOD,VSD2
3447,1713,CLA,VSD1
3410,1740,CLA,VSD2
3413,1806,CLA,VSD2
3427,1629,SOD,VSD2
3423,1768,CLA,VSD2
3452,1728,CLA,VSD1
3439,1702,SOD,VSD2
3438,1732,CLA,VSD2
3458,1641,SOD,VSD2
3452,1799,CLA,VSD2
3457,1724,CLA,VSD2
3480,1831,CLA,VSD1
3467,1566,SOD,VSD2
3468,1761,CLA,VSD2
3479,1844,CLA,VSD1
3483,1837,CLA,VSD2
3478,1855,CLA,VSD2
3501,1637,SOD,VSD2
3487,1759,CLA,VSD1
3492,1736,CLA,VSD2
3506,1707,CLA,VSD1
3499,1661,SOD,VSD2
3500,1856,CLA,VSD2
3507,1584,SOD,VSD2
3507,1801,CLA,VSD2
3522,1788,CLA,VSD1
3536,1750,CLA,VSD2
3581,1570,SOD,VSD1
3535,1634,SOD,VSD2
3543,1718,CLA,VSD1
3559,1595,SOD,VSD2
3540,1653,SOD,VSD2
3548,1851,CLA,VSD1
3603,1563,SOD,VSD1
3544,1737,CLA,VSD2
3563,1676,SOD,VSD2
