frame,particle_resid,type,region
832,1813,CLA,VSD1
798,1827,CLA,VSD1
920,1726,CLA,VSD1
980,1765,CLA,VSD1
1018,1724,CLA,VSD1
1062,1842,CLA,VSD1
1095,1660,SOD,VSD1
1097,1739,CLA,VSD1
1117,1797,CLA,VSD1
1121,1745,CLA,VSD2
1137,1823,CLA,VSD1
1154,1814,CLA,VSD1
1189,1691,SOD,VSD1
1171,1789,CLA,VSD1
1222,1749,CLA,VSD1
1211,1695,SOD,VSD2
1207,1629,SOD,VSD1
1232,1796,CLA,VSD2
1227,1778,CLA,VSD1
1266,1753,CLA,VSD2
1284,1716,CLA,VSD1
1276,1847,CLA,VSD2
1286,1714,CLA,VSD1
1304,1763,CLA,VSD1
1298,1838,CLA,VSD1
1479,1808,CLA,VSD4
1326,1700,SOD,VSD2
1331,1693,SOD,VSD2
1348,1706,CLA,VSD1
1352,1804,CLA,VSD1
1379,1586,SOD,VSD4
1361,1743,CLA,VSD2
1360,1786,CLA,VSD1
1363,1755,CLA,VSD1
1383,1759,CLA,VSD2
1381,1764,CLA,VSD1
1414,1579,SOD,VSD1
1406,1627,SOD,VSD2
1399,1779,CLA,VSD2
1398,1850,CLA,VSD1
1404,1574,SOD,VSD2
1411,1768,CLA,VSD2
1422,1596,SOD,VSD2
1426,1738,CLA,VSD1
1411,1717,CLA,VSD1
1411,1744,CLA,VSD1
1457,1578,SOD,VSD2
1419,1792,CLA,VSD2
1428,1801,CLA,VSD1
1440,1780,CLA,VSD1
1452,1731,CLA,VSD4
1441,1727,CLA,VSD2
1444,1576,SOD,VSD2
1448,1791,CLA,VSD1
1503,1595,SOD,VSD2
1455,1712,CLA,VSD1
1458,1567,SOD,VSD2
1460,1776,CLA,VSD1
1473,1810,CLA,VSD1
1476,1729,CLA,VSD1
1472,1652,SOD,VSD2
1497,1654,SOD,VSD2
1472,1754,CLA,VSD2
1483,1772,CLA,VSD1
1491,1769,CLA,VSD2
1509,1688,SOD,VSD1
1496,1783,CLA,VSD2
