frame,particle_resid,type,region
4830,1853,CLA,VSD2
4852,1810,CLA,VSD2
4937,1734,CLA,VSD2
4975,1785,CLA,VSD2
5087,1844,CLA,VSD2
5196,1640,SOD,VSD2
5160,1809,CLA,VSD2
5255,1751,CLA,VSD2
5274,1811,CLA,VSD2
5388,1741,CLA,VSD2
5425,1767,CLA,VSD2
5791,1713,CLA,VSD2
5784,1587,SOD,VSD2
5789,1735,CLA,VSD2
6038,1768,CLA,VSD2
5925,1599,SOD,VSD2
6008,1725,CLA,VSD2
6008,1837,CLA,VSD2
6059,1831,CLA,VSD2
6217,1664,SOD,VSD2
6117,1842,CLA,VSD2
6274,1574,SOD,VSD2
6142,1575,SOD,VSD2
6135,1778,CLA,VSD2
6178,1821,CLA,VSD2
6201,1730,CLA,VSD2
6224,1805,CLA,VSD2
6217,1788,CLA,VSD2
6250,1720,CLA,VSD2
6485,1614,SOD,VSD2
6318,1754,CLA,VSD2
6289,1808,CLA,VSD2
6294,1816,CLA,VSD2
6324,1813,CLA,VSD2
6352,1697,SOD,VSD2
6354,1804,CLA,VSD2
6359,1799,CLA,VSD2
6381,1724,CLA,VSD2
6396,1652,SOD,VSD2
6394,1819,CLA,VSD2
6403,1839,CLA,VSD2
6448,1801,CLA,VSD2
6434,1744,CLA,VSD2
6476,1845,CLA,VSD2
6492,1759,CLA,VSD2
6533,1572,SOD,VSD2
6547,1764,CLA,VSD2
6674,1583,SOD,VSD2
6603,1771,CLA,VSD2
6609,1667,SOD,VSD2
6597,1815,CLA,VSD2
6607,1763,CLA,VSD2
6616,1774,CLA,VSD2
6675,1715,CLA,VSD2
6702,1802,CLA,VSD2
6720,1716,CLA,VSD2
6711,1780,CLA,VSD2
6772,1654,SOD,VSD2
6741,1733,CLA,VSD2
6765,1832,CLA,VSD2
6777,1758,CLA,VSD2
6862,1592,SOD,VSD2
6777,1719,CLA,VSD2
6795,1828,CLA,VSD2
6803,1749,CLA,VSD2
6842,1852,CLA,VSD2
6836,1694,SOD,VSD2
6833,1704,SOD,VSD2
6839,1668,SOD,VSD2
6848,1850,CLA,VSD2
6855,1714,CLA,VSD2
6864,1708,CLA,VSD2
6870,1761,CLA,VSD2
6917,1645,SOD,VSD2
6887,1726,CLA,VSD2
6908,1782,CLA,VSD2
6912,1784,CLA,VSD2
6909,1787,CLA,VSD2
6922,1840,CLA,VSD2
6941,1701,SOD,VSD2
6954,1597,SOD,VSD2
6968,1626,SOD,VSD2
6956,1710,CLA,VSD2
6972,1717,CLA,VSD2
6982,1591,SOD,VSD2
6986,1727,CLA,VSD2
6976,1740,CLA,VSD2
6988,1843,CLA,VSD2
7044,1586,SOD,VSD2
6993,1711,CLA,VSD2
7002,1800,CLA,VSD2
7006,1772,CLA,VSD2
7009,1738,CLA,VSD2
7028,1633,SOD,VSD2
7028,1760,CLA,VSD2
7038,1642,SOD,VSD2
7043,1817,CLA,VSD2
7088,1637,SOD,VSD2
7262,1570,SOD,VSD2
7081,1712,CLA,VSD2
7086,1857,CLA,VSD2
7096,1791,CLA,VSD2
7100,1795,CLA,VSD2
7118,1615,SOD,VSD2
7143,1796,CLA,VSD2
7134,1769,CLA,VSD2
7150,1718,CLA,VSD2
7164,1736,CLA,VSD2
7159,1748,CLA,VSD2
7165,1838,CLA,VSD2
7178,1721,CLA,VSD2
7184,1691,SOD,VSD2
7263,1739,CLA,VSD2
7217,1598,SOD,VSD2
7380,1671,SOD,VSD2
7251,1856,CLA,VSD2
7270,1757,CLA,VSD2
7270,1684,SOD,VSD2
7277,1581,SOD,VSD2
7285,1847,CLA,VSD2
7302,1705,SOD,VSD2
7290,1750,CLA,VSD2
7306,1776,CLA,VSD2
7310,1696,SOD,VSD2
7318,1630,SOD,VSD2
7312,1625,SOD,VSD2
7343,1638,SOD,VSD2
7343,1781,CLA,VSD2
7352,1793,CLA,VSD2
7354,1646,SOD,VSD2
7348,1627,SOD,VSD2
7366,1742,CLA,VSD2
7376,1632,SOD,VSD2
7392,1662,SOD,VSD2
7387,1829,CLA,VSD2
7404,1790,CLA,VSD2
7409,1658,SOD,VSD2
7423,1576,SOD,VSD2
7427,1653,SOD,VSD2
7422,1794,CLA,VSD2
7444,1692,SOD,VSD2
7459,1647,SOD,VSD2
7468,1682,SOD,VSD2
7473,1854,CLA,VSD2
7481,1820,CLA,VSD2
7510,1618,SOD,VSD2
7493,1703,SOD,VSD2
7498,1814,CLA,VSD2
7500,1752,CLA,VSD2
7526,1616,SOD,VSD2
7529,1600,SOD,VSD2
7527,1846,CLA,VSD2
7551,1690,SOD,VSD2
7566,1672,SOD,VSD2
7569,1655,SOD,VSD2
7589,1585,SOD,VSD2
7570,1746,CLA,VSD2
7580,1792,CLA,VSD2
7589,1825,CLA,VSD2
7604,1848,CLA,VSD2
7620,1623,SOD,VSD2
7620,1707,CLA,VSD2
7662,1602,SOD,VSD2
7659,1634,SOD,VSD2
7659,1657,SOD,VSD2
7657,1855,CLA,VSD2
7672,1818,CLA,VSD2
7684,1783,CLA,VSD2
7701,1629,SOD,VSD2
7735,1648,SOD,VSD2
7732,1835,CLA,VSD2
7765,1603,SOD,VSD2
7756,1766,CLA,VSD2
7763,1803,CLA,VSD2
7802,1699,SOD,VSD2
7805,1675,SOD,VSD2
7821,1568,SOD,VSD2
7830,1566,SOD,VSD2
7822,1822,CLA,VSD2
7850,1628,SOD,VSD2
7867,1579,SOD,VSD2
7876,1678,SOD,VSD2
7905,1659,SOD,VSD2
7889,1765,CLA,VSD2
7971,1609,SOD,VSD2
