frame,particle_resid,type,region
940,2109,SOD,VSD1
1211,2308,SOD,VSD1
1207,2296,SOD,VSD1
1341,2269,SOD,VSD1
1339,2502,CLA,VSD1
1398,2196,SOD,VSD1
1354,2462,CLA,VSD1
1446,2427,CLA,VSD1
1471,2215,SOD,VSD1
1515,2223,SOD,VSD1
1553,2248,SOD,VSD1
1611,2135,SOD,VSD1
1600,2329,SOD,VSD1
1623,2144,SOD,VSD1
1633,2167,SOD,VSD1
1674,2244,SOD,VSD1
1664,2505,CLA,VSD1
1696,2108,SOD,VSD1
1685,2465,CLA,VSD1
1743,2280,SOD,VSD1
1750,2190,SOD,VSD1
1749,2239,SOD,VSD1
1762,2553,CLA,VSD1
1765,2580,CLA,VSD1
1771,2533,CLA,VSD1
1770,2537,CLA,VSD1
