frame,particle_resid,type,region
863,2588,CLA,VSD2
887,2182,SOD,VSD1
962,2343,CLA,VSD2
973,2300,SOD,VSD1
991,2164,SOD,VSD1
1203,2458,CLA,VSD2
1032,2318,SOD,VSD1
1080,2508,CLA,VSD1
1120,2353,CLA,VSD1
1183,2114,SOD,VSD1
1220,2272,SOD,VSD1
1239,2523,CLA,VSD2
1222,2552,CLA,VSD1
1230,2570,CLA,VSD1
1261,2134,SOD,VSD1
1275,2372,CLA,VSD1
1309,2233,SOD,VSD1
1307,2361,CLA,VSD2
1369,2336,SOD,VSD1
1310,2371,CLA,VSD1
1324,2487,CLA,VSD1
1330,2527,CLA,VSD1
1408,2303,SOD,VSD1
1347,2302,SOD,VSD1
1351,2243,SOD,VSD1
1358,2492,CLA,VSD1
1397,2583,CLA,VSD1
1388,2180,SOD,VSD1
1364,2479,CLA,VSD1
1378,2317,SOD,VSD1
1371,2466,CLA,VSD1
1373,2341,CLA,VSD1
1376,2506,CLA,VSD1
1379,2574,CLA,VSD1
1386,2489,CLA,VSD1
1390,2381,CLA,VSD1
1399,2491,CLA,VSD1
1405,2394,CLA,VSD1
1419,2410,CLA,VSD1
1434,2284,SOD,VSD1
1426,2402,CLA,VSD1
1431,2280,SOD,VSD1
1427,2542,CLA,VSD1
1446,2313,SOD,VSD1
1489,2330,SOD,VSD1
1436,2405,CLA,VSD1
1446,2525,CLA,VSD1
1441,2352,CLA,VSD1
1447,2347,CLA,VSD1
1447,2503,CLA,VSD1
1456,2190,SOD,VSD1
1448,2443,CLA,VSD1
1549,2270,SOD,VSD1
1480,2326,SOD,VSD1
1460,2421,CLA,VSD1
1477,2324,SOD,VSD1
1461,2522,CLA,VSD1
1496,2129,SOD,VSD1
1462,2559,CLA,VSD1
1466,2470,CLA,VSD1
1466,2427,CLA,VSD1
1478,2454,CLA,VSD1
1467,2488,CLA,VSD1
1488,2171,SOD,VSD1
1471,2387,CLA,VSD1
1502,2173,SOD,VSD1
1505,2102,SOD,VSD1
1482,2511,CLA,VSD1
1494,2351,CLA,VSD1
1495,2315,SOD,VSD1
1517,2156,SOD,VSD1
1506,2168,SOD,VSD1
1494,2590,CLA,VSD1
1489,2526,CLA,VSD1
1494,2513,CLA,VSD1
1494,2507,CLA,VSD1
1494,2384,CLA,VSD1
1505,2379,CLA,VSD1
1555,2468,CLA,VSD2
1507,2355,CLA,VSD1
1550,2238,SOD,VSD1
1511,2530,CLA,VSD1
1512,2364,CLA,VSD1
1512,2469,CLA,VSD1
1518,2486,CLA,VSD1
1517,2432,CLA,VSD1
1547,2281,SOD,VSD1
1522,2510,CLA,VSD1
1539,2312,SOD,VSD1
1525,2446,CLA,VSD1
1527,2414,CLA,VSD1
1541,2549,CLA,VSD1
