frame,particle_resid,type,region
2317,2307,SOD,VSD3
2248,2359,CLA,VSD3
2498,2379,CLA,VSD3
2500,2128,SOD,VSD1
2402,2476,CLA,VSD3
2451,2200,SOD,VSD3
2448,2474,CLA,VSD3
2510,2501,CLA,VSD3
2521,2290,SOD,VSD3
2515,2362,CLA,VSD3
2531,2513,CLA,VSD3
2593,2313,SOD,VSD3
2551,2351,CLA,VSD3
2562,2585,CLA,VSD3
2569,2555,CLA,VSD3
2580,2365,CLA,VSD3
2740,2331,SOD,VSD1
2583,2409,CLA,VSD3
2605,2400,CLA,VSD3
2593,2577,CLA,VSD3
2628,2213,SOD,VSD3
2622,2384,CLA,VSD3
2644,2394,CLA,VSD3
2651,2373,CLA,VSD3
2653,2579,CLA,VSD3
2656,2516,CLA,VSD3
2662,2538,CLA,VSD3
2722,2220,SOD,VSD3
2686,2433,CLA,VSD3
2682,2475,CLA,VSD3
2687,2591,CLA,VSD3
2699,2541,CLA,VSD3
2729,2245,SOD,VSD3
2740,2327,SOD,VSD3
2715,2517,CLA,VSD3
2726,2396,CLA,VSD3
2733,2422,CLA,VSD3
2754,2196,SOD,VSD3
2792,2323,SOD,VSD3
2743,2370,CLA,VSD3
2746,2467,CLA,VSD3
2747,2388,CLA,VSD3
2752,2364,CLA,VSD3
2761,2570,CLA,VSD3
2763,2103,SOD,VSD3
2776,2121,SOD,VSD3
2765,2531,CLA,VSD3
2778,2461,CLA,VSD3
2781,2240,SOD,VSD3
2783,2581,CLA,VSD3
2789,2123,SOD,VSD3
2789,2366,CLA,VSD3
2813,2222,SOD,VSD3
2834,2372,CLA,VSD3
2801,2446,CLA,VSD3
2815,2526,CLA,VSD3
2854,2195,SOD,VSD3
2823,2406,CLA,VSD3
2826,2344,CLA,VSD3
2828,2486,CLA,VSD3
2838,2514,CLA,VSD3
2833,2582,CLA,VSD3
2841,2529,CLA,VSD3
2845,2380,CLA,VSD3
2848,2552,CLA,VSD3
2850,2421,CLA,VSD3
2853,2381,CLA,VSD3
2857,2549,CLA,VSD3
2895,2108,SOD,VSD3
2867,2354,CLA,VSD3
2892,2193,SOD,VSD3
2878,2435,CLA,VSD3
2873,2488,CLA,VSD3
2881,2367,CLA,VSD3
2885,2346,CLA,VSD3
2902,2243,SOD,VSD3
2893,2447,CLA,VSD3
2893,2532,CLA,VSD3
2895,2374,CLA,VSD3
2897,2451,CLA,VSD3
2900,2491,CLA,VSD3
2918,2408,CLA,VSD3
2923,2329,SOD,VSD3
2927,2281,SOD,VSD3
2925,2425,CLA,VSD3
2958,2171,SOD,VSD3
2932,2558,CLA,VSD3
2943,2506,CLA,VSD3
2935,2575,CLA,VSD3
2954,2154,SOD,VSD3
2944,2390,CLA,VSD3
2959,2510,CLA,VSD3
2967,2528,CLA,VSD3
2970,2544,CLA,VSD3
2983,2453,CLA,VSD3
2991,2253,SOD,VSD3
3001,2568,CLA,VSD3
3017,2318,SOD,VSD3
3005,2563,CLA,VSD3
3011,2350,CLA,VSD3
3021,2493,CLA,VSD3
3028,2296,SOD,VSD3
3016,2445,CLA,VSD3
3022,2358,CLA,VSD3
3033,2540,CLA,VSD3
3031,2522,CLA,VSD3
3070,2144,SOD,VSD3
3041,2428,CLA,VSD3
3096,2498,CLA,VSD3
3045,2503,CLA,VSD3
3083,2208,SOD,VSD3
3072,2462,CLA,VSD3
3069,2572,CLA,VSD3
3076,2347,CLA,VSD3
3076,2458,CLA,VSD3
3092,2339,CLA,VSD3
3089,2271,SOD,VSD3
3096,2319,SOD,VSD3
3107,2580,CLA,VSD3
3105,2404,CLA,VSD3
