frame,particle_resid,type,region
1710,2536,CLA,VSD3
1731,2226,SOD,VSD3
2043,2572,CLA,VSD3
1776,2262,SOD,VSD3
2027,2138,SOD,VSD3
2052,2527,CLA,VSD3
2231,2316,SOD,VSD3
2286,2389,CLA,VSD3
2158,2386,CLA,VSD3
2219,2154,SOD,VSD3
2313,2279,SOD,VSD3
2328,2428,CLA,VSD3
2275,2582,CLA,VSD3
2513,2206,SOD,VSD3
2312,2554,CLA,VSD3
2333,2109,SOD,VSD3
2332,2556,CLA,VSD3
2376,2557,CLA,VSD3
2381,2278,SOD,VSD3
2354,2474,CLA,VSD3
2384,2238,SOD,VSD3
2373,2465,CLA,VSD3
2466,2372,CLA,VSD3
2386,2580,CLA,VSD3
2465,2267,SOD,VSD3
2479,2546,CLA,VSD3
2450,2468,CLA,VSD3
2506,2507,CLA,VSD3
2544,2149,SOD,VSD3
2504,2542,CLA,VSD3
2494,2382,CLA,VSD3
2540,2504,CLA,VSD3
2575,2383,CLA,VSD3
2522,2575,CLA,VSD3
2536,2416,CLA,VSD3
2552,2348,CLA,VSD3
2550,2418,CLA,VSD3
2595,2107,SOD,VSD3
2606,2485,CLA,VSD3
2642,2488,CLA,VSD3
2608,2273,SOD,VSD3
2617,2378,CLA,VSD3
2632,2336,SOD,VSD3
2631,2564,CLA,VSD3
2646,2476,CLA,VSD3
2677,2379,CLA,VSD3
2683,2470,CLA,VSD3
2684,2532,CLA,VSD3
2758,2370,CLA,VSD3
2723,2156,SOD,VSD3
2684,2376,CLA,VSD3
2717,2269,SOD,VSD3
2696,2467,CLA,VSD3
2719,2591,CLA,VSD3
2711,2573,CLA,VSD3
2765,2555,CLA,VSD3
2736,2347,CLA,VSD3
2740,2407,CLA,VSD3
2790,2128,SOD,VSD3
2759,2484,CLA,VSD3
2780,2406,CLA,VSD3
2796,2509,CLA,VSD3
2814,2588,CLA,VSD3
2829,2502,CLA,VSD3
2885,2570,CLA,VSD3
2864,2126,SOD,VSD3
2844,2409,CLA,VSD3
2854,2373,CLA,VSD3
2852,2404,CLA,VSD3
2920,2280,SOD,VSD3
2866,2101,SOD,VSD3
2875,2508,CLA,VSD3
2881,2505,CLA,VSD3
2893,2552,CLA,VSD3
2914,2131,SOD,VSD3
2922,2426,CLA,VSD3
2937,2191,SOD,VSD3
2926,2415,CLA,VSD3
2935,2514,CLA,VSD3
2953,2390,CLA,VSD3
2962,2538,CLA,VSD3
2965,2429,CLA,VSD3
3004,2199,SOD,VSD3
2980,2423,CLA,VSD3
2987,2439,CLA,VSD3
2989,2515,CLA,VSD3
3005,2365,CLA,VSD3
3022,2350,CLA,VSD3
3017,2450,CLA,VSD3
3030,2330,SOD,VSD3
3013,2443,CLA,VSD3
3026,2359,CLA,VSD3
3024,2518,CLA,VSD3
3043,2185,SOD,VSD3
3046,2472,CLA,VSD3
3040,2544,CLA,VSD3
3067,2195,SOD,VSD3
3077,2135,SOD,VSD3
3074,2500,CLA,VSD3
3104,2419,CLA,VSD3
3062,2529,CLA,VSD3
3086,2440,CLA,VSD3
3096,2391,CLA,VSD3
3084,2434,CLA,VSD3
3100,2143,SOD,VSD3
3107,2202,SOD,VSD3
3123,2164,SOD,VSD3
3118,2436,CLA,VSD3
3124,2475,CLA,VSD3
3131,2240,SOD,VSD3
3135,2543,CLA,VSD3
3143,2321,SOD,VSD3
3148,2169,SOD,VSD3
3176,2438,CLA,VSD3
3149,2535,CLA,VSD3
3167,2340,CLA,VSD3
3152,2270,SOD,VSD3
3203,2578,CLA,VSD3
3169,2492,CLA,VSD3
3189,2545,CLA,VSD3
3177,2326,SOD,VSD3
3218,2368,CLA,VSD3
3241,2456,CLA,VSD3
3201,2276,SOD,VSD3
3215,2427,CLA,VSD3
3229,2586,CLA,VSD3
3224,2581,CLA,VSD3
3219,2106,SOD,VSD3
3227,2258,SOD,VSD3
3336,2249,SOD,VSD3
