frame,particle_resid,type,region
991,2182,SOD,VSD1
1695,2342,CLA,VSD2
2680,2147,SOD,VSD1
2008,2413,CLA,VSD2
2041,2207,SOD,VSD2
2952,2401,CLA,VSD3
3110,2247,SOD,VSD1
3600,2286,SOD,VSD1
3989,2149,SOD,VSD1
3626,2567,CLA,VSD3
3840,2201,SOD,VSD1
3696,2344,CLA,VSD3
3744,2574,CLA,VSD2
3732,2209,SOD,VSD3
3767,2345,CLA,VSD3
3773,2496,CLA,VSD3
3774,2354,CLA,VSD3
3781,2408,CLA,VSD3
3784,2402,CLA,VSD3
3785,2521,CLA,VSD3
3808,2551,CLA,VSD3
3812,2497,CLA,VSD2
3796,2383,CLA,VSD3
3819,2516,CLA,VSD3
3818,2364,CLA,VSD3
3832,2361,CLA,VSD3
3840,2559,CLA,VSD3
3848,2463,CLA,VSD3
3869,2403,CLA,VSD3
3886,2353,CLA,VSD3
3873,2131,SOD,VSD3
3878,2267,SOD,VSD3
3881,2515,CLA,VSD3
3894,2393,CLA,VSD3
3904,2510,CLA,VSD3
3908,2482,CLA,VSD3
3906,2573,CLA,VSD3
3919,2582,CLA,VSD3
3938,2439,CLA,VSD3
3941,2206,SOD,VSD3
3947,2139,SOD,VSD3
3951,2225,SOD,VSD3
3972,2235,SOD,VSD3
3971,2435,CLA,VSD3
3967,2514,CLA,VSD3
3983,2171,SOD,VSD3
3982,2575,CLA,VSD3
4002,2166,SOD,VSD3
3987,2369,CLA,VSD3
3987,2381,CLA,VSD3
3988,2475,CLA,VSD3
4193,2113,SOD,VSD1
4016,2223,SOD,VSD3
4004,2532,CLA,VSD3
4002,2419,CLA,VSD3
4010,2504,CLA,VSD3
4029,2268,SOD,VSD3
4024,2495,CLA,VSD3
4022,2436,CLA,VSD3
4046,2424,CLA,VSD3
4093,2133,SOD,VSD3
4041,2445,CLA,VSD3
4045,2454,CLA,VSD3
4055,2141,SOD,VSD3
4063,2579,CLA,VSD3
4050,2561,CLA,VSD3
4095,2476,CLA,VSD3
4073,2580,CLA,VSD3
4075,2538,CLA,VSD3
4079,2471,CLA,VSD3
4091,2433,CLA,VSD3
4098,2327,SOD,VSD3
4100,2404,CLA,VSD3
4098,2350,CLA,VSD3
4119,2477,CLA,VSD3
4132,2548,CLA,VSD3
4118,2251,SOD,VSD3
4128,2181,SOD,VSD3
4149,2217,SOD,VSD3
4153,2172,SOD,VSD3
4161,2112,SOD,VSD3
4170,2530,CLA,VSD3
4184,2314,SOD,VSD3
4184,2464,CLA,VSD3
4202,2484,CLA,VSD3
4208,2366,CLA,VSD3
4206,2252,SOD,VSD3
4208,2254,SOD,VSD3
4221,2208,SOD,VSD3
4243,2430,CLA,VSD3
4233,2563,CLA,VSD3
4258,2390,CLA,VSD3
4252,2240,SOD,VSD3
4265,2453,CLA,VSD3
