frame,particle_resid,type,region
1669,2515,CLA,VSD3
2071,2248,SOD,VSD3
1980,2502,CLA,VSD3
2187,2155,SOD,VSD3
2198,2539,CLA,VSD3
2215,2581,CLA,VSD3
2241,2576,CLA,VSD3
2251,2475,CLA,VSD3
2287,2459,CLA,VSD3
2293,2393,CLA,VSD3
2368,2487,CLA,VSD3
2353,2240,SOD,VSD3
2390,2309,SOD,VSD3
2363,2411,CLA,VSD3
2572,2277,SOD,VSD3
2578,2145,SOD,VSD3
2495,2496,CLA,VSD3
2555,2529,CLA,VSD3
2554,2445,CLA,VSD3
2483,2482,CLA,VSD3
2500,2417,CLA,VSD3
2532,2583,CLA,VSD3
2541,2409,CLA,VSD3
2569,2402,CLA,VSD3
2604,2430,CLA,VSD3
2586,2460,CLA,VSD3
2607,2396,CLA,VSD3
2626,2585,CLA,VSD3
2632,2110,SOD,VSD3
2652,2519,CLA,VSD3
2660,2252,SOD,VSD3
2665,2545,CLA,VSD3
2670,2325,SOD,VSD3
2667,2544,CLA,VSD3
2670,2368,CLA,VSD3
2678,2486,CLA,VSD3
2682,2580,CLA,VSD3
2705,2341,CLA,VSD3
2691,2547,CLA,VSD3
2703,2490,CLA,VSD3
2708,2372,CLA,VSD3
2716,2429,CLA,VSD3
2716,2407,CLA,VSD3
2733,2335,SOD,VSD3
2757,2175,SOD,VSD3
2741,2485,CLA,VSD3
2721,2540,CLA,VSD3
2728,2406,CLA,VSD3
2737,2483,CLA,VSD3
2743,2371,CLA,VSD3
2735,2575,CLA,VSD3
2755,2344,CLA,VSD3
2752,2577,CLA,VSD3
2791,2420,CLA,VSD3
2768,2370,CLA,VSD3
2803,2400,CLA,VSD3
2800,2527,CLA,VSD3
2818,2168,SOD,VSD3
2812,2227,SOD,VSD3
2809,2554,CLA,VSD3
2811,2423,CLA,VSD3
2831,2298,SOD,VSD3
2830,2303,SOD,VSD3
2822,2399,CLA,VSD3
2826,2506,CLA,VSD3
2832,2457,CLA,VSD3
2841,2386,CLA,VSD3
2868,2223,SOD,VSD3
2846,2455,CLA,VSD3
2853,2374,CLA,VSD3
2866,2465,CLA,VSD3
2854,2389,CLA,VSD3
2860,2419,CLA,VSD3
2868,2391,CLA,VSD3
2867,2437,CLA,VSD3
2880,2453,CLA,VSD3
2882,2511,CLA,VSD3
2894,2253,SOD,VSD3
2886,2484,CLA,VSD3
2901,2108,SOD,VSD3
2908,2109,SOD,VSD3
2927,2318,SOD,VSD3
2930,2441,CLA,VSD3
2924,2541,CLA,VSD3
2931,2488,CLA,VSD3
2945,2531,CLA,VSD3
2951,2520,CLA,VSD3
2953,2548,CLA,VSD3
2960,2356,CLA,VSD3
2965,2388,CLA,VSD3
2971,2377,CLA,VSD3
2986,2467,CLA,VSD3
3005,2128,SOD,VSD3
2991,2362,CLA,VSD3
2993,2424,CLA,VSD3
2996,2586,CLA,VSD3
3001,2534,CLA,VSD3
2999,2537,CLA,VSD3
3006,2564,CLA,VSD3
3035,2288,SOD,VSD3
3018,2351,CLA,VSD3
3027,2494,CLA,VSD3
3031,2497,CLA,VSD3
3073,2158,SOD,VSD3
3048,2464,CLA,VSD3
3044,2340,CLA,VSD3
