frame,particle_resid,type,region
1254,2252,SOD,VSD1
2349,2305,SOD,VSD1
2466,2470,CLA,VSD1
2422,2302,SOD,VSD1
2466,2139,SOD,VSD1
2526,2244,SOD,VSD1
2558,2409,CLA,VSD1
2594,2120,SOD,VSD1
2644,2382,CLA,VSD1
2690,2413,CLA,VSD1
2726,2372,CLA,VSD1
2737,2416,CLA,VSD1
2760,2481,CLA,VSD1
2815,2516,CLA,VSD1
2826,2531,CLA,VSD1
2866,2146,SOD,VSD1
2842,2500,CLA,VSD1
2873,2524,CLA,VSD1
2909,2501,CLA,VSD1
2963,2282,SOD,VSD1
2966,2349,CLA,VSD1
3001,2475,CLA,VSD1
3006,2108,SOD,VSD1
3000,2562,CLA,VSD1
3001,2538,CLA,VSD1
3030,2445,CLA,VSD1
3067,2181,SOD,VSD1
3062,2319,SOD,VSD1
3063,2487,CLA,VSD1
3062,2462,CLA,VSD1
3107,2421,CLA,VSD1
3128,2203,SOD,VSD1
3155,2271,SOD,VSD1
3159,2367,CLA,VSD1
3212,2130,SOD,VSD1
3187,2488,CLA,VSD1
3191,2577,CLA,VSD1
3196,2457,CLA,VSD1
3209,2483,CLA,VSD1
3212,2396,CLA,VSD1
3242,2589,CLA,VSD1
3244,2388,CLA,VSD1
3227,2261,SOD,VSD1
3235,2158,SOD,VSD1
3251,2427,CLA,VSD1
3261,2237,SOD,VSD1
3269,2408,CLA,VSD1
3277,2316,SOD,VSD1
3322,2311,SOD,VSD1
3296,2393,CLA,VSD1
3317,2205,SOD,VSD1
3314,2459,CLA,VSD1
3329,2564,CLA,VSD1
3343,2235,SOD,VSD1
3337,2541,CLA,VSD1
3357,2275,SOD,VSD1
3361,2410,CLA,VSD1
3371,2128,SOD,VSD1
3376,2373,CLA,VSD1
3412,2209,SOD,VSD1
3386,2376,CLA,VSD1
3385,2550,CLA,VSD1
3383,2543,CLA,VSD1
3454,2546,CLA,VSD1
3410,2547,CLA,VSD1
3393,2395,CLA,VSD1
3404,2442,CLA,VSD1
3403,2466,CLA,VSD1
3406,2322,SOD,VSD1
3414,2328,SOD,VSD1
3426,2286,SOD,VSD1
3440,2186,SOD,VSD1
3440,2300,SOD,VSD1
3437,2517,CLA,VSD1
3452,2138,SOD,VSD1
3494,2258,SOD,VSD1
3462,2544,CLA,VSD1
3465,2365,CLA,VSD1
3468,2509,CLA,VSD1
3471,2441,CLA,VSD1
3496,2331,SOD,VSD1
3477,2356,CLA,VSD1
3487,2371,CLA,VSD1
3502,2542,CLA,VSD1
3490,2575,CLA,VSD1
3499,2338,CLA,VSD1
3514,2107,SOD,VSD1
3498,2290,SOD,VSD1
3513,2437,CLA,VSD1
3528,2583,CLA,VSD1
3525,2578,CLA,VSD1
3538,2284,SOD,VSD1
3540,2485,CLA,VSD1
3565,2136,SOD,VSD1
3559,2326,SOD,VSD1
3551,2424,CLA,VSD1
3562,2549,CLA,VSD1
3563,2443,CLA,VSD1
3567,2418,CLA,VSD1
3576,2223,SOD,VSD1
3566,2464,CLA,VSD1
3571,2529,CLA,VSD1
3580,2430,CLA,VSD1
3593,2357,CLA,VSD1
3613,2502,CLA,VSD1
3590,2121,SOD,VSD1
3582,2352,CLA,VSD1
3593,2122,SOD,VSD1
3595,2389,CLA,VSD1
3607,2552,CLA,VSD1
3629,2411,CLA,VSD1
3626,2250,SOD,VSD1
3637,2176,SOD,VSD1
3632,2561,CLA,VSD1
3635,2248,SOD,VSD1
3657,2332,SOD,VSD1
3649,2436,CLA,VSD1
3638,2354,CLA,VSD1
3639,2476,CLA,VSD1
3645,2455,CLA,VSD1
3643,2576,CLA,VSD1
3652,2387,CLA,VSD1
3655,2339,CLA,VSD1
3653,2434,CLA,VSD1
3655,2428,CLA,VSD1
3659,2317,SOD,VSD1
3667,2112,SOD,VSD1
3666,2329,SOD,VSD1
3663,2452,CLA,VSD1
3661,2523,CLA,VSD1
3686,2115,SOD,VSD1
3671,2321,SOD,VSD1
3676,2493,CLA,VSD1
3672,2554,CLA,VSD1
3675,2360,CLA,VSD1
3686,2189,SOD,VSD1
3693,2224,SOD,VSD1
3691,2536,CLA,VSD1
3701,2238,SOD,VSD1
3689,2530,CLA,VSD1
3700,2215,SOD,VSD1
3697,2414,CLA,VSD1
3697,2378,CLA,VSD1
3699,2551,CLA,VSD1
3706,2429,CLA,VSD1
3712,2260,SOD,VSD1
3715,2226,SOD,VSD1
3715,2234,SOD,VSD1
3718,2358,CLA,VSD1
3735,2254,SOD,VSD1
3729,2383,CLA,VSD1
3740,2315,SOD,VSD1
3769,2291,SOD,VSD1
3738,2548,CLA,VSD1
3737,2216,SOD,VSD1
3755,2307,SOD,VSD1
3754,2417,CLA,VSD1
3761,2129,SOD,VSD1
3750,2472,CLA,VSD1
3755,2346,CLA,VSD1
3757,2344,CLA,VSD1
3764,2468,CLA,VSD1
3766,2454,CLA,VSD1
3773,2117,SOD,VSD1
3796,2336,SOD,VSD1
3781,2375,CLA,VSD1
