frame,particle_resid,type,region
834,2501,CLA,VSD3
887,2484,CLA,VSD3
890,2579,CLA,VSD3
928,2385,CLA,VSD3
923,2384,CLA,VSD3
948,2538,CLA,VSD3
1014,2392,CLA,VSD3
999,2505,CLA,VSD3
997,2554,CLA,VSD3
1015,2446,CLA,VSD3
1036,2351,CLA,VSD3
1035,2555,CLA,VSD3
1033,2198,SOD,VSD3
1027,2541,CLA,VSD3
1042,2133,SOD,VSD3
1038,2520,CLA,VSD3
1045,2456,CLA,VSD3
1065,2330,SOD,VSD3
1086,2500,CLA,VSD3
1080,2465,CLA,VSD3
1088,2464,CLA,VSD3
1090,2394,CLA,VSD3
1092,2497,CLA,VSD3
1096,2574,CLA,VSD3
1103,2236,SOD,VSD3
1102,2355,CLA,VSD3
1113,2486,CLA,VSD3
1117,2548,CLA,VSD3
1127,2491,CLA,VSD3
1132,2442,CLA,VSD3
1124,2391,CLA,VSD3
1153,2101,SOD,VSD3
1128,2585,CLA,VSD3
1132,2370,CLA,VSD3
1138,2461,CLA,VSD3
1142,2218,SOD,VSD3
1142,2350,CLA,VSD3
1144,2348,CLA,VSD3
1145,2121,SOD,VSD3
1154,2567,CLA,VSD3
1159,2153,SOD,VSD3
1157,2528,CLA,VSD3
1162,2435,CLA,VSD3
1163,2406,CLA,VSD3
1172,2132,SOD,VSD3
1182,2369,CLA,VSD3
1174,2365,CLA,VSD3
1172,2428,CLA,VSD3
1187,2383,CLA,VSD3
1194,2523,CLA,VSD3
1228,2200,SOD,VSD3
1205,2378,CLA,VSD3
1204,2233,SOD,VSD3
1194,2356,CLA,VSD3
1201,2462,CLA,VSD3
1209,2368,CLA,VSD3
1213,2377,CLA,VSD3
1215,2201,SOD,VSD3
1220,2411,CLA,VSD3
1222,2349,CLA,VSD3
1227,2454,CLA,VSD3
1255,2415,CLA,VSD3
1240,2115,SOD,VSD3
1246,2492,CLA,VSD3
1244,2182,SOD,VSD3
1261,2552,CLA,VSD3
