frame,particle_resid,type,region
1906,2262,SOD,VSD1
5871,2376,CLA,VSD2
8251,2416,CLA,VSD3
8327,2386,CLA,VSD3
8340,2128,SOD,VSD3
8326,2492,CLA,VSD3
8405,2423,CLA,VSD3
8445,2104,SOD,VSD3
8424,2468,CLA,VSD3
8504,2127,SOD,VSD3
8571,2351,CLA,VSD3
8596,2294,SOD,VSD3
8553,2534,CLA,VSD3
8569,2517,CLA,VSD3
8581,2389,CLA,VSD3
8599,2428,CLA,VSD3
8609,2542,CLA,VSD3
8614,2373,CLA,VSD3
8627,2503,CLA,VSD3
8638,2368,CLA,VSD3
8664,2530,CLA,VSD3
8674,2243,SOD,VSD3
8668,2533,CLA,VSD3
8705,2349,CLA,VSD3
8701,2367,CLA,VSD3
8700,2560,CLA,VSD3
8702,2112,SOD,VSD3
8721,2151,SOD,VSD3
8722,2476,CLA,VSD3
8751,2285,SOD,VSD3
8753,2424,CLA,VSD3
8762,2586,CLA,VSD3
8779,2426,CLA,VSD3
8772,2335,SOD,VSD3
8782,2445,CLA,VSD3
8785,2418,CLA,VSD3
8796,2387,CLA,VSD3
8801,2201,SOD,VSD3
8807,2552,CLA,VSD3
8814,2568,CLA,VSD3
8809,2184,SOD,VSD3
8819,2504,CLA,VSD3
8829,2383,CLA,VSD3
8839,2135,SOD,VSD3
8851,2553,CLA,VSD3
8889,2163,SOD,VSD3
8893,2495,CLA,VSD3
8925,2378,CLA,VSD2
8903,2439,CLA,VSD3
8910,2417,CLA,VSD3
8922,2412,CLA,VSD3
8928,2384,CLA,VSD3
8929,2544,CLA,VSD3
8948,2371,CLA,VSD3
8937,2438,CLA,VSD3
8974,2587,CLA,VSD3
8966,2357,CLA,VSD3
8970,2115,SOD,VSD3
8978,2180,SOD,VSD3
8991,2522,CLA,VSD3
8990,2431,CLA,VSD3
8998,2457,CLA,VSD3
9000,2292,SOD,VSD3
9025,2336,SOD,VSD3
9013,2475,CLA,VSD3
9046,2391,CLA,VSD3
9069,2531,CLA,VSD3
9057,2442,CLA,VSD3
9061,2192,SOD,VSD3
9079,2501,CLA,VSD3
9085,2399,CLA,VSD3
9086,2241,SOD,VSD3
9127,2161,SOD,VSD3
9141,2567,CLA,VSD3
9132,2118,SOD,VSD3
