frame,particle_resid,type,region
687,2313,SOD,VSD1
1009,2469,CLA,VSD1
771,2326,SOD,VSD1
821,2563,CLA,VSD1
1125,2500,CLA,VSD1
1184,2174,SOD,VSD1
1238,2222,SOD,VSD1
1264,2431,CLA,VSD1
1282,2436,CLA,VSD1
1314,2154,SOD,VSD1
1306,2494,CLA,VSD1
1313,2523,CLA,VSD1
1334,2235,SOD,VSD1
1552,2160,SOD,VSD1
1320,2521,CLA,VSD1
1349,2505,CLA,VSD1
1356,2569,CLA,VSD1
1371,2239,SOD,VSD1
1373,2381,CLA,VSD1
1371,2446,CLA,VSD1
1372,2335,SOD,VSD1
1377,2355,CLA,VSD1
1399,2303,SOD,VSD1
1403,2493,CLA,VSD1
1422,2170,SOD,VSD1
1414,2464,CLA,VSD1
1416,2520,CLA,VSD1
1432,2104,SOD,VSD1
1427,2435,CLA,VSD1
1433,2473,CLA,VSD1
1443,2198,SOD,VSD1
1437,2452,CLA,VSD1
1453,2242,SOD,VSD1
1452,2332,SOD,VSD1
1446,2405,CLA,VSD1
1444,2487,CLA,VSD1
1479,2171,SOD,VSD1
1461,2211,SOD,VSD1
