frame,particle_resid,type,region
1197,2373,CLA,VSD3
1349,2228,SOD,VSD3
1415,2417,CLA,VSD3
1533,2146,SOD,VSD3
1487,2363,CLA,VSD3
1547,2347,CLA,VSD3
1611,2172,SOD,VSD3
1619,2419,CLA,VSD3
1639,2522,CLA,VSD3
1635,2378,CLA,VSD3
1735,2218,SOD,VSD3
1841,2542,CLA,VSD3
1718,2318,SOD,VSD3
1825,2168,SOD,VSD3
1720,2416,CLA,VSD3
1865,2233,SOD,VSD3
1836,2516,CLA,VSD3
1865,2487,CLA,VSD3
1897,2567,CLA,VSD3
1910,2431,CLA,VSD3
1926,2317,SOD,VSD3
2007,2322,SOD,VSD3
1958,2367,CLA,VSD3
1982,2455,CLA,VSD3
1995,2562,CLA,VSD3
2003,2473,CLA,VSD3
2006,2412,CLA,VSD3
2020,2198,SOD,VSD3
2015,2556,CLA,VSD3
2022,2560,CLA,VSD3
2025,2519,CLA,VSD3
2028,2462,CLA,VSD3
2030,2500,CLA,VSD3
2035,2507,CLA,VSD3
2037,2390,CLA,VSD3
2040,2354,CLA,VSD3
2080,2475,CLA,VSD3
2061,2557,CLA,VSD3
2065,2397,CLA,VSD3
2138,2585,CLA,VSD3
2092,2496,CLA,VSD3
2126,2307,SOD,VSD3
2085,2430,CLA,VSD3
2097,2403,CLA,VSD3
2107,2331,SOD,VSD3
2111,2582,CLA,VSD3
2119,2127,SOD,VSD3
2119,2489,CLA,VSD3
2121,2433,CLA,VSD3
2131,2564,CLA,VSD3
2154,2230,SOD,VSD3
2152,2552,CLA,VSD3
2159,2533,CLA,VSD3
2155,2421,CLA,VSD3
2193,2442,CLA,VSD3
2167,2126,SOD,VSD3
2166,2398,CLA,VSD3
2182,2563,CLA,VSD3
2180,2120,SOD,VSD3
2177,2355,CLA,VSD3
2193,2415,CLA,VSD3
2199,2408,CLA,VSD3
2190,2577,CLA,VSD3
2260,2185,SOD,VSD3
2213,2501,CLA,VSD3
2224,2139,SOD,VSD3
2352,2479,CLA,VSD3
2212,2249,SOD,VSD3
2211,2508,CLA,VSD3
2217,2523,CLA,VSD3
2218,2374,CLA,VSD3
2246,2189,SOD,VSD3
2300,2434,CLA,VSD3
2225,2393,CLA,VSD3
2233,2404,CLA,VSD3
2260,2272,SOD,VSD3
2238,2371,CLA,VSD3
2244,2343,CLA,VSD3
2245,2389,CLA,VSD3
2261,2243,SOD,VSD3
2245,2588,CLA,VSD3
2249,2341,CLA,VSD3
2256,2483,CLA,VSD3
2277,2247,SOD,VSD3
2273,2181,SOD,VSD3
2276,2352,CLA,VSD3
2273,2492,CLA,VSD3
2282,2295,SOD,VSD3
2280,2579,CLA,VSD3
2280,2400,CLA,VSD3
2323,2229,SOD,VSD3
2303,2490,CLA,VSD3
2320,2101,SOD,VSD3
2306,2580,CLA,VSD3
2307,2436,CLA,VSD3
2337,2486,CLA,VSD3
2316,2555,CLA,VSD3
2501,2344,CLA,VSD3
2332,2160,SOD,VSD3
2322,2131,SOD,VSD3
2402,2258,SOD,VSD3
2333,2511,CLA,VSD3
2343,2132,SOD,VSD3
2352,2204,SOD,VSD3
2472,2517,CLA,VSD1
2362,2305,SOD,VSD3
2376,2253,SOD,VSD3
2360,2586,CLA,VSD3
2363,2550,CLA,VSD3
2376,2482,CLA,VSD3
2384,2119,SOD,VSD3
2399,2480,CLA,VSD3
