frame,particle_resid,type,region
2462,2287,SOD,VSD1
1977,2496,CLA,VSD1
2532,2311,SOD,VSD1
3373,2583,CLA,VSD1
3402,2222,SOD,VSD1
3415,2408,CLA,VSD1
3459,2166,SOD,VSD1
3577,2516,CLA,VSD1
3600,2240,SOD,VSD1
3794,2194,SOD,VSD1
3798,2445,CLA,VSD1
3857,2471,CLA,VSD1
4197,2186,SOD,VSD1
4540,2327,SOD,VSD1
4636,2196,SOD,VSD1
4850,2212,SOD,VSD1
4939,2119,SOD,VSD1
5262,2218,SOD,VSD1
5470,2331,SOD,VSD1
5774,2245,SOD,VSD1
6507,2116,SOD,VSD1
6897,2153,SOD,VSD1
6749,2165,SOD,VSD1
6842,2181,SOD,VSD1
6960,2139,SOD,VSD1
6973,2234,SOD,VSD1
6982,2473,CLA,VSD1
7158,2270,SOD,VSD1
7262,2295,SOD,VSD1
7188,2308,SOD,VSD1
7274,2280,SOD,VSD1
7308,2475,CLA,VSD1
7323,2247,SOD,VSD1
7335,2190,SOD,VSD1
7326,2345,CLA,VSD1
7378,2211,SOD,VSD1
7366,2570,CLA,VSD1
7438,2177,SOD,VSD1
7395,2411,CLA,VSD1
7399,2389,CLA,VSD1
7444,2330,SOD,VSD1
7441,2304,SOD,VSD1
7447,2302,SOD,VSD1
7459,2587,CLA,VSD1
7469,2216,SOD,VSD1
7517,2261,SOD,VSD1
7493,2518,CLA,VSD1
7504,2485,CLA,VSD1
7705,2132,SOD,VSD1
7516,2303,SOD,VSD1
7512,2540,CLA,VSD1
7523,2344,CLA,VSD1
7578,2256,SOD,VSD1
7572,2438,CLA,VSD1
7583,2437,CLA,VSD1
7620,2142,SOD,VSD1
7656,2184,SOD,VSD1
7608,2447,CLA,VSD1
7631,2276,SOD,VSD1
7636,2254,SOD,VSD1
7645,2351,CLA,VSD1
7716,2298,SOD,VSD1
7729,2262,SOD,VSD1
7691,2342,CLA,VSD1
7697,2355,CLA,VSD1
7708,2534,CLA,VSD1
7711,2387,CLA,VSD1
7763,2162,SOD,VSD1
