frame,particle_resid,type,region
968,2374,CLA,VSD3
984,2415,CLA,VSD3
1012,2350,CLA,VSD3
1003,2373,CLA,VSD3
1034,2566,CLA,VSD3
1020,2410,CLA,VSD3
1118,2161,SOD,VSD3
1030,2492,CLA,VSD3
1071,2470,CLA,VSD3
1074,2524,CLA,VSD3
1099,2138,SOD,VSD3
1082,2480,CLA,VSD3
1095,2400,CLA,VSD3
1102,2440,CLA,VSD3
1104,2507,CLA,VSD3
1120,2590,CLA,VSD3
1135,2428,CLA,VSD3
1156,2256,SOD,VSD3
1136,2398,CLA,VSD3
1140,2483,CLA,VSD3
1148,2528,CLA,VSD3
1153,2420,CLA,VSD3
1171,2467,CLA,VSD3
1170,2247,SOD,VSD3
1169,2391,CLA,VSD3
1427,2206,SOD,VSD1
1181,2118,SOD,VSD3
1188,2583,CLA,VSD3
1201,2372,CLA,VSD3
1210,2378,CLA,VSD3
1214,2517,CLA,VSD3
1216,2534,CLA,VSD3
1225,2488,CLA,VSD3
1230,2462,CLA,VSD3
1220,2511,CLA,VSD3
1249,2570,CLA,VSD3
1241,2213,SOD,VSD3
1240,2459,CLA,VSD3
1250,2451,CLA,VSD3
1243,2445,CLA,VSD3
1247,2341,CLA,VSD3
1249,2346,CLA,VSD3
1270,2490,CLA,VSD3
1259,2269,SOD,VSD3
1266,2485,CLA,VSD3
1266,2137,SOD,VSD3
1266,2585,CLA,VSD3
1269,2255,SOD,VSD3
1272,2547,CLA,VSD3
1278,2574,CLA,VSD3
1270,2442,CLA,VSD3
1284,2300,SOD,VSD3
1274,2515,CLA,VSD3
1285,2224,SOD,VSD3
1292,2463,CLA,VSD3
1299,2263,SOD,VSD3
1297,2550,CLA,VSD3
1323,2229,SOD,VSD3
1299,2383,CLA,VSD3
1305,2358,CLA,VSD3
1309,2545,CLA,VSD3
1320,2567,CLA,VSD3
1319,2499,CLA,VSD3
1343,2157,SOD,VSD3
1320,2518,CLA,VSD3
1325,2377,CLA,VSD3
1330,2562,CLA,VSD3
1338,2457,CLA,VSD3
1346,2555,CLA,VSD3
1349,2502,CLA,VSD3
1351,2543,CLA,VSD3
1351,2471,CLA,VSD3
1355,2230,SOD,VSD3
1360,2321,SOD,VSD3
1369,2244,SOD,VSD3
1365,2323,SOD,VSD3
1367,2571,CLA,VSD3
1368,2295,SOD,VSD3
1377,2220,SOD,VSD3
1374,2501,CLA,VSD3
