frame,particle_resid,type,region
414,2189,SOD,VSD1
869,2273,SOD,VSD1
1027,2113,SOD,VSD1
1116,2196,SOD,VSD1
1512,2547,CLA,VSD3
1169,2135,SOD,VSD3
1275,2280,SOD,VSD1
1270,2456,CLA,VSD3
1278,2562,CLA,VSD3
1333,2115,SOD,VSD3
1299,2565,CLA,VSD3
1339,2347,CLA,VSD3
1329,2516,CLA,VSD3
1336,2464,CLA,VSD3
1336,2573,CLA,VSD3
1343,2529,CLA,VSD3
1369,2336,SOD,VSD3
1449,2167,SOD,VSD1
1394,2390,CLA,VSD3
1401,2575,CLA,VSD3
1425,2486,CLA,VSD3
1430,2455,CLA,VSD3
1444,2494,CLA,VSD3
1470,2485,CLA,VSD3
1500,2230,SOD,VSD3
1502,2553,CLA,VSD3
1503,2387,CLA,VSD3
1527,2297,SOD,VSD1
1521,2452,CLA,VSD3
1552,2123,SOD,VSD3
1543,2501,CLA,VSD3
1544,2559,CLA,VSD3
1557,2561,CLA,VSD3
1581,2441,CLA,VSD3
1618,2383,CLA,VSD3
1596,2239,SOD,VSD3
1624,2365,CLA,VSD3
1633,2238,SOD,VSD3
1651,2558,CLA,VSD3
1642,2495,CLA,VSD3
1718,2531,CLA,VSD3
1666,2250,SOD,VSD3
1717,2473,CLA,VSD3
