frame,particle_resid,type,region
2092,2454,CLA,VSD2
6584,2252,SOD,VSD1
6737,2182,SOD,VSD1
6787,2220,SOD,VSD1
6891,2334,SOD,VSD1
7199,2194,SOD,VSD1
7369,2380,CLA,VSD1
7410,2101,SOD,VSD1
7454,2154,SOD,VSD1
7585,2125,SOD,VSD1
7796,2319,SOD,VSD1
7827,2111,SOD,VSD1
8181,2529,CLA,VSD1
8199,2322,SOD,VSD1
8204,2239,SOD,VSD1
8279,2590,CLA,VSD1
8319,2107,SOD,VSD1
8326,2502,CLA,VSD1
8332,2427,CLA,VSD1
8352,2455,CLA,VSD1
8373,2235,SOD,VSD1
8393,2282,SOD,VSD1
8392,2422,CLA,VSD1
8403,2332,SOD,VSD1
8414,2548,CLA,VSD1
8431,2348,CLA,VSD1
8436,2468,CLA,VSD1
8439,2423,CLA,VSD1
8449,2148,SOD,VSD1
8452,2509,CLA,VSD1
8548,2304,SOD,VSD1
8462,2134,SOD,VSD1
8475,2224,SOD,VSD1
8472,2417,CLA,VSD1
8478,2565,CLA,VSD1
8479,2440,CLA,VSD1
8480,2388,CLA,VSD1
8486,2516,CLA,VSD1
8503,2157,SOD,VSD1
8493,2500,CLA,VSD1
8510,2130,SOD,VSD1
8505,2393,CLA,VSD1
8513,2123,SOD,VSD1
8510,2381,CLA,VSD1
8528,2401,CLA,VSD1
8520,2549,CLA,VSD1
8523,2414,CLA,VSD1
8559,2266,SOD,VSD1
8538,2171,SOD,VSD1
8550,2353,CLA,VSD1
8527,2484,CLA,VSD1
8534,2361,CLA,VSD1
8543,2272,SOD,VSD1
8577,2280,SOD,VSD1
8551,2392,CLA,VSD1
8569,2324,SOD,VSD1
8617,2173,SOD,VSD1
8602,2251,SOD,VSD1
8568,2453,CLA,VSD1
8579,2184,SOD,VSD1
8577,2460,CLA,VSD1
8575,2523,CLA,VSD1
8581,2354,CLA,VSD1
8573,2445,CLA,VSD1
8592,2105,SOD,VSD1
8590,2238,SOD,VSD1
8621,2180,SOD,VSD1
8620,2278,SOD,VSD1
8608,2506,CLA,VSD1
8645,2183,SOD,VSD1
8623,2428,CLA,VSD1
8636,2262,SOD,VSD1
8616,2576,CLA,VSD1
8657,2400,CLA,VSD1
8625,2360,CLA,VSD1
8705,2244,SOD,VSD1
8628,2550,CLA,VSD1
8673,2203,SOD,VSD1
8690,2196,SOD,VSD1
8650,2226,SOD,VSD1
8635,2371,CLA,VSD1
8641,2543,CLA,VSD1
8667,2485,CLA,VSD1
8678,2292,SOD,VSD1
8683,2248,SOD,VSD1
8675,2559,CLA,VSD1
8670,2464,CLA,VSD1
8677,2379,CLA,VSD1
8699,2186,SOD,VSD1
8698,2246,SOD,VSD1
8698,2159,SOD,VSD1
8687,2356,CLA,VSD1
8694,2465,CLA,VSD1
8693,2359,CLA,VSD1
8717,2181,SOD,VSD1
8716,2269,SOD,VSD1
8727,2300,SOD,VSD1
8710,2399,CLA,VSD1
8724,2552,CLA,VSD1
8710,2410,CLA,VSD1
8712,2446,CLA,VSD1
8757,2289,SOD,VSD1
8729,2143,SOD,VSD1
8725,2390,CLA,VSD1
8717,2341,CLA,VSD1
8723,2510,CLA,VSD1
