frame,particle_resid,type,region
3108,2109,SOD,VSD3
3307,2499,CLA,VSD3
3133,2418,CLA,VSD3
3387,2515,CLA,VSD3
3613,2301,SOD,VSD3
3394,2581,CLA,VSD3
3398,2458,CLA,VSD3
3548,2465,CLA,VSD3
3645,2476,CLA,VSD3
3545,2226,SOD,VSD3
3625,2140,SOD,VSD3
3592,2471,CLA,VSD3
3601,2371,CLA,VSD3
3615,2401,CLA,VSD3
3628,2497,CLA,VSD3
3672,2280,SOD,VSD3
3687,2449,CLA,VSD3
3692,2372,CLA,VSD3
3706,2582,CLA,VSD3
3718,2159,SOD,VSD3
3712,2506,CLA,VSD3
3734,2585,CLA,VSD3
3726,2365,CLA,VSD3
3738,2571,CLA,VSD3
3763,2312,SOD,VSD3
3775,2293,SOD,VSD3
3759,2577,CLA,VSD3
3759,2539,CLA,VSD3
3773,2403,CLA,VSD3
3793,2350,CLA,VSD3
3811,2419,CLA,VSD3
3813,2450,CLA,VSD3
3826,2391,CLA,VSD3
3833,2206,SOD,VSD3
3835,2393,CLA,VSD3
3833,2223,SOD,VSD3
3858,2529,CLA,VSD3
3853,2588,CLA,VSD3
3851,2498,CLA,VSD3
3865,2423,CLA,VSD3
3898,2266,SOD,VSD3
3868,2560,CLA,VSD3
3893,2494,CLA,VSD3
3875,2575,CLA,VSD3
3882,2421,CLA,VSD3
3901,2397,CLA,VSD3
3969,2124,SOD,VSD3
3925,2523,CLA,VSD3
3922,2222,SOD,VSD3
3901,2508,CLA,VSD3
3939,2541,CLA,VSD3
3935,2297,SOD,VSD3
3938,2272,SOD,VSD3
3924,2409,CLA,VSD3
3933,2584,CLA,VSD3
3938,2431,CLA,VSD3
3952,2123,SOD,VSD3
3947,2294,SOD,VSD3
3941,2580,CLA,VSD3
3957,2374,CLA,VSD3
3975,2491,CLA,VSD3
4027,2168,SOD,VSD3
4008,2488,CLA,VSD3
3997,2517,CLA,VSD3
4007,2518,CLA,VSD3
4013,2513,CLA,VSD3
4052,2329,SOD,VSD3
4045,2357,CLA,VSD3
4020,2509,CLA,VSD3
4028,2339,CLA,VSD3
4035,2436,CLA,VSD3
4048,2500,CLA,VSD3
