frame,particle_resid,type,region
545,2122,SOD,VSD1
566,2503,CLA,VSD3
663,2375,CLA,VSD2
798,2156,SOD,VSD1
922,2507,CLA,VSD2
949,2240,SOD,VSD1
1067,2519,CLA,VSD3
1085,2450,CLA,VSD3
1173,2130,SOD,VSD1
1145,2393,CLA,VSD3
1163,2534,CLA,VSD3
1164,2535,CLA,VSD3
1169,2347,CLA,VSD3
1207,2476,CLA,VSD2
1189,2499,CLA,VSD3
1201,2413,CLA,VSD3
1228,2362,CLA,VSD3
1227,2327,SOD,VSD3
1259,2117,SOD,VSD3
1265,2504,CLA,VSD3
1303,2139,SOD,VSD1
1288,2374,CLA,VSD3
1295,2373,CLA,VSD3
1293,2543,CLA,VSD3
1289,2211,SOD,VSD3
