frame,particle_resid,type,region
2582,2374,CLA,VSD3
2716,2369,CLA,VSD3
2666,2548,CLA,VSD3
2698,2412,CLA,VSD3
2894,2331,SOD,VSD3
2719,2399,CLA,VSD3
2739,2404,CLA,VSD3
2881,2351,CLA,VSD3
2752,2388,CLA,VSD3
2764,2418,CLA,VSD3
2800,2380,CLA,VSD3
2826,2395,CLA,VSD3
2890,2437,CLA,VSD3
2927,2578,CLA,VSD3
2928,2368,CLA,VSD3
2915,2491,CLA,VSD3
3116,2315,SOD,VSD3
3103,2590,CLA,VSD3
3017,2102,SOD,VSD3
2938,2519,CLA,VSD3
2955,2450,CLA,VSD3
2965,2501,CLA,VSD3
2995,2568,CLA,VSD3
3020,2198,SOD,VSD3
3069,2425,CLA,VSD3
3019,2451,CLA,VSD3
2991,2386,CLA,VSD3
3038,2256,SOD,VSD3
3039,2384,CLA,VSD3
3050,2582,CLA,VSD3
3096,2482,CLA,VSD3
3097,2132,SOD,VSD3
3113,2541,CLA,VSD3
3103,2415,CLA,VSD3
3113,2511,CLA,VSD3
3111,2516,CLA,VSD3
3151,2216,SOD,VSD3
3151,2513,CLA,VSD3
3146,2554,CLA,VSD3
3227,2101,SOD,VSD3
3155,2505,CLA,VSD3
3177,2540,CLA,VSD3
3196,2319,SOD,VSD3
3156,2400,CLA,VSD3
3152,2469,CLA,VSD3
3193,2466,CLA,VSD3
3194,2222,SOD,VSD3
3188,2340,CLA,VSD3
3215,2477,CLA,VSD3
3221,2387,CLA,VSD3
3220,2537,CLA,VSD3
3225,2499,CLA,VSD3
3240,2440,CLA,VSD3
3248,2403,CLA,VSD3
3275,2572,CLA,VSD3
3263,2376,CLA,VSD3
3267,2524,CLA,VSD3
3265,2371,CLA,VSD3
3266,2135,SOD,VSD3
3304,2392,CLA,VSD3
3304,2445,CLA,VSD3
3305,2333,SOD,VSD3
3321,2552,CLA,VSD3
3310,2309,SOD,VSD3
3330,2518,CLA,VSD3
3324,2553,CLA,VSD3
3332,2584,CLA,VSD3
3336,2185,SOD,VSD3
3352,2507,CLA,VSD3
3384,2579,CLA,VSD3
3346,2240,SOD,VSD3
3368,2520,CLA,VSD3
3380,2410,CLA,VSD3
3367,2329,SOD,VSD3
3390,2304,SOD,VSD3
3386,2365,CLA,VSD3
3383,2515,CLA,VSD3
3392,2442,CLA,VSD3
3854,2342,CLA,VSD3
3392,2488,CLA,VSD3
3406,2503,CLA,VSD3
3404,2555,CLA,VSD3
3449,2147,SOD,VSD3
3408,2471,CLA,VSD3
3418,2346,CLA,VSD3
3419,2375,CLA,VSD3
3457,2149,SOD,VSD3
3448,2559,CLA,VSD3
3433,2382,CLA,VSD3
3434,2523,CLA,VSD3
3443,2497,CLA,VSD3
3451,2455,CLA,VSD3
3444,2562,CLA,VSD3
3454,2115,SOD,VSD3
3458,2506,CLA,VSD3
3486,2463,CLA,VSD3
3474,2347,CLA,VSD3
3495,2483,CLA,VSD3
3483,2103,SOD,VSD3
3500,2545,CLA,VSD3
3505,2528,CLA,VSD3
3512,2377,CLA,VSD3
3507,2588,CLA,VSD3
3522,2405,CLA,VSD3
3535,2423,CLA,VSD3
3528,2364,CLA,VSD3
3538,2291,SOD,VSD3
3540,2435,CLA,VSD3
3555,2284,SOD,VSD3
3547,2454,CLA,VSD3
3560,2556,CLA,VSD3
3551,2417,CLA,VSD3
3559,2181,SOD,VSD3
3576,2484,CLA,VSD3
3631,2280,SOD,VSD3
3585,2504,CLA,VSD3
3583,2458,CLA,VSD3
3596,2478,CLA,VSD3
3596,2339,CLA,VSD3
3591,2367,CLA,VSD3
3604,2521,CLA,VSD3
3625,2433,CLA,VSD3
3614,2565,CLA,VSD3
3630,2373,CLA,VSD3
3633,2589,CLA,VSD3
3669,2210,SOD,VSD3
3678,2332,SOD,VSD3
3673,2182,SOD,VSD3
3692,2325,SOD,VSD3
3688,2421,CLA,VSD3
3705,2586,CLA,VSD3
3698,2173,SOD,VSD3
3699,2449,CLA,VSD3
3690,2154,SOD,VSD3
3747,2285,SOD,VSD3
3719,2379,CLA,VSD3
3715,2249,SOD,VSD3
3734,2424,CLA,VSD3
3758,2144,SOD,VSD3
3759,2363,CLA,VSD3
3768,2560,CLA,VSD3
3782,2129,SOD,VSD3
3794,2441,CLA,VSD3
3811,2246,SOD,VSD3
3793,2585,CLA,VSD3
3811,2283,SOD,VSD3
3794,2544,CLA,VSD3
3833,2298,SOD,VSD3
3837,2564,CLA,VSD3
3843,2409,CLA,VSD3
3860,2338,CLA,VSD3
3859,2566,CLA,VSD3
3863,2341,CLA,VSD3
3895,2576,CLA,VSD3
