frame,particle_resid,type,region
6212,2338,CLA,VSD3
5303,2294,SOD,VSD3
6284,2194,SOD,VSD3
6278,2512,CLA,VSD3
6339,2472,CLA,VSD3
6377,2475,CLA,VSD3
6432,2202,SOD,VSD3
6414,2404,CLA,VSD3
6461,2425,CLA,VSD3
6537,2138,SOD,VSD3
6555,2384,CLA,VSD3
6473,2244,SOD,VSD3
6495,2112,SOD,VSD3
6487,2356,CLA,VSD3
6499,2362,CLA,VSD3
6530,2283,SOD,VSD3
6540,2445,CLA,VSD3
6542,2533,CLA,VSD3
6559,2236,SOD,VSD3
6572,2393,CLA,VSD3
6610,2187,SOD,VSD3
6555,2580,CLA,VSD3
6598,2492,CLA,VSD3
6597,2508,CLA,VSD3
6618,2205,SOD,VSD3
6625,2435,CLA,VSD3
6620,2170,SOD,VSD3
6608,2473,CLA,VSD3
6622,2489,CLA,VSD3
6627,2375,CLA,VSD3
6631,2261,SOD,VSD3
6645,2402,CLA,VSD3
6645,2230,SOD,VSD3
6654,2577,CLA,VSD3
6695,2154,SOD,VSD3
6666,2344,CLA,VSD3
6678,2567,CLA,VSD3
6716,2449,CLA,VSD3
6694,2268,SOD,VSD3
6709,2241,SOD,VSD3
6682,2515,CLA,VSD3
6740,2250,SOD,VSD3
6704,2438,CLA,VSD3
6709,2519,CLA,VSD3
6769,2562,CLA,VSD3
6725,2358,CLA,VSD3
6728,2469,CLA,VSD3
6734,2536,CLA,VSD3
6781,2146,SOD,VSD3
6746,2480,CLA,VSD3
6778,2427,CLA,VSD3
6793,2369,CLA,VSD3
6790,2305,SOD,VSD3
6804,2553,CLA,VSD3
6789,2365,CLA,VSD3
6862,2346,CLA,VSD3
6853,2314,SOD,VSD3
6832,2270,SOD,VSD3
6802,2440,CLA,VSD3
6819,2483,CLA,VSD3
6850,2300,SOD,VSD3
6831,2504,CLA,VSD3
6835,2470,CLA,VSD3
6853,2381,CLA,VSD3
6886,2179,SOD,VSD3
6907,2222,SOD,VSD3
6867,2446,CLA,VSD3
6917,2262,SOD,VSD3
6883,2285,SOD,VSD3
6889,2461,CLA,VSD3
6915,2514,CLA,VSD3
6891,2361,CLA,VSD3
6897,2379,CLA,VSD3
6901,2590,CLA,VSD3
6964,2389,CLA,VSD3
6915,2441,CLA,VSD3
6933,2251,SOD,VSD3
6923,2568,CLA,VSD3
6936,2380,CLA,VSD3
6983,2174,SOD,VSD3
6950,2410,CLA,VSD3
7017,2319,SOD,VSD3
6955,2373,CLA,VSD3
6942,2522,CLA,VSD3
6951,2419,CLA,VSD3
6952,2467,CLA,VSD3
6961,2397,CLA,VSD3
6967,2443,CLA,VSD3
6980,2460,CLA,VSD3
6984,2412,CLA,VSD3
6978,2574,CLA,VSD3
6993,2518,CLA,VSD3
7005,2135,SOD,VSD3
6997,2411,CLA,VSD3
7050,2370,CLA,VSD3
