frame,particle_resid,type,region
7003,2341,CLA,VSD3
7026,2433,CLA,VSD3
7088,2331,SOD,VSD3
7005,2368,CLA,VSD3
7028,2275,SOD,VSD3
7077,2106,SOD,VSD3
7034,2471,CLA,VSD3
7104,2208,SOD,VSD3
7101,2451,CLA,VSD3
7056,2385,CLA,VSD3
7161,2399,CLA,VSD3
7109,2256,SOD,VSD3
7072,2391,CLA,VSD3
7086,2477,CLA,VSD3
7097,2490,CLA,VSD3
7113,2403,CLA,VSD3
7119,2468,CLA,VSD3
7127,2584,CLA,VSD3
7153,2459,CLA,VSD3
7172,2349,CLA,VSD3
7191,2115,SOD,VSD3
7178,2415,CLA,VSD3
7196,2552,CLA,VSD3
7197,2542,CLA,VSD3
7201,2544,CLA,VSD3
7214,2527,CLA,VSD3
7220,2418,CLA,VSD3
7276,2123,SOD,VSD3
7231,2583,CLA,VSD3
7232,2524,CLA,VSD3
7242,2409,CLA,VSD3
7251,2276,SOD,VSD3
7258,2287,SOD,VSD3
7259,2176,SOD,VSD3
7257,2424,CLA,VSD3
7273,2560,CLA,VSD3
7254,2481,CLA,VSD3
7269,2485,CLA,VSD3
7285,2328,SOD,VSD3
7279,2219,SOD,VSD3
7276,2474,CLA,VSD3
7282,2484,CLA,VSD3
7296,2183,SOD,VSD3
7324,2528,CLA,VSD3
7294,2197,SOD,VSD3
7288,2509,CLA,VSD3
7302,2570,CLA,VSD3
7313,2105,SOD,VSD3
7316,2465,CLA,VSD3
7324,2423,CLA,VSD3
7345,2333,SOD,VSD3
7333,2501,CLA,VSD3
7336,2103,SOD,VSD3
7342,2416,CLA,VSD3
7349,2551,CLA,VSD3
7355,2238,SOD,VSD3
7387,2111,SOD,VSD3
7363,2448,CLA,VSD3
7368,2507,CLA,VSD3
7385,2320,SOD,VSD3
7387,2158,SOD,VSD3
7392,2351,CLA,VSD3
7396,2408,CLA,VSD3
7440,2406,CLA,VSD3
7400,2565,CLA,VSD3
7397,2279,SOD,VSD3
7399,2101,SOD,VSD3
7412,2110,SOD,VSD3
7413,2554,CLA,VSD3
7418,2421,CLA,VSD3
7432,2150,SOD,VSD3
7428,2495,CLA,VSD3
7436,2360,CLA,VSD3
7446,2447,CLA,VSD3
7442,2102,SOD,VSD3
7446,2541,CLA,VSD3
7453,2310,SOD,VSD3
7469,2167,SOD,VSD3
7460,2190,SOD,VSD3
7475,2255,SOD,VSD3
7473,2432,CLA,VSD3
7484,2532,CLA,VSD3
7515,2271,SOD,VSD3
7479,2586,CLA,VSD3
7498,2499,CLA,VSD3
7496,2555,CLA,VSD3
7504,2245,SOD,VSD3
7555,2200,SOD,VSD3
7522,2302,SOD,VSD3
7516,2372,CLA,VSD3
7526,2342,CLA,VSD3
7572,2224,SOD,VSD3
7539,2429,CLA,VSD3
7551,2394,CLA,VSD3
7556,2537,CLA,VSD3
7557,2513,CLA,VSD3
7596,2400,CLA,VSD3
7575,2153,SOD,VSD3
7602,2239,SOD,VSD3
7589,2573,CLA,VSD3
7578,2457,CLA,VSD3
7615,2315,SOD,VSD3
7598,2578,CLA,VSD3
7600,2585,CLA,VSD3
7632,2436,CLA,VSD3
7621,2225,SOD,VSD3
7634,2298,SOD,VSD3
7639,2525,CLA,VSD3
7650,2530,CLA,VSD3
7682,2149,SOD,VSD3
7692,2500,CLA,VSD3
7698,2531,CLA,VSD3
7705,2246,SOD,VSD3
7706,2290,SOD,VSD3
7726,2303,SOD,VSD3
7737,2318,SOD,VSD3
7722,2434,CLA,VSD3
7709,2390,CLA,VSD3
